taxon_name_original,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Paeonia tomentosa,BestMatch,9.41215,Exact,0,Paeonia tomentosa,Paeonia tomentosa (Lomakin) N.Busch,Paeonia tomentosa,9KKL9,Paeonia tomentosa (Lomakin) N.Busch,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia tomentosa,
Paeonia turcica,BestMatch,9.41180,Exact,0,Paeonia turcica,Paeonia turcica P.H.Davis & Cullen,Paeonia turcica,4BYDQ,Paeonia kesrouanensis (J.Thiébaut) J.Thiébaut,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia kesrouanensis,
Paeonia veitchii,BestMatch,9.41180,Exact,0,Paeonia veitchii,Paeonia veitchii Lynch,Paeonia veitchii,4BYDR,Paeonia anomala subsp. veitchii (Lynch) D.Y.Hong & K.Y.Pan,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia anomala|Paeonia anomala veitchii,
Paeonia wendelboi x mlokosewitschii,SortedMatch,0.0,NoMatch,,Paeonia wendelboi x mlokosewitschii,,,,,,,,,
Paeonia wittmanniana,BestMatch,9.41215,Exact,0,Paeonia wittmanniana,Paeonia wittmanniana Hartwiss ex Lindl.,Paeonia wittmanniana,4BYDY,Paeonia wittmanniana Hartwiss ex Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia wittmanniana,
Paeonia x lemoinei,BestMatch,9.41145,Exact,0,Paeonia x lemoinei,Paeonia x lemoinei Rehder,Paeonia × lemoinei,458213,Paeonia x lemoinei Rehder,false,6,GRIN Plant Taxonomy,Saxifragales|Paeoniaceae|Paeonia|Paeonia lemoinei,
Paeonia x papaveracea,BestMatch,9.41180,Exact,0,Paeonia x papaveracea,Paeonia × papaveracea Andrews,Paeonia × papaveracea,4BYCF,Paeonia × suffruticosa Andrews,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Paeoniaceae|Paeonia|Paeonia suffruticosa,
Paeonia x smouthii,BestMatch,9.41109,Exact,0,Paeonia x smouthii,Paeonia smouthii,Paeonia smouthii,bdfcfed3-4643-5c46-8a52-1ba166826a1b,,true,2,Wikispecies,Paeonia|Paeonia|Paeonia|Paeonia smouthii,
Paepalanthus costaricensis,BestMatch,9.41215,Exact,0,Paepalanthus costaricensis,Paepalanthus costaricensis Moldenke ex Standl.,Paepalanthus costaricensis,75KMP,Paepalanthus costaricensis Moldenke ex Standl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Eriocaulaceae|Paepalanthus|Paepalanthus costaricensis,
Paepalanthus sp.,BestMatch,8.63917,Exact,0,Paepalanthus sp.,Paepalanthus Mart.,Paepalanthus,8VSDX,Paepalanthus Mart.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Poales|Eriocaulaceae|Paepalanthus,
Pachira macrocarpa,BestMatch,9.41180,Exact,0,Pachira macrocarpa,Pachira macrocarpa (Cham. & Schltdl.) Walp.,Pachira macrocarpa,75GJL,Pachira aquatica Aubl.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Bombacoideae|Bombaceae|Pachira|Pachira aquatica,
Pachira sp.,BestMatch,8.63917,Exact,0,Pachira sp.,Pachira Aubl.,Pachira,6BMT,Pachira Aubl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Bombacoideae|Bombaceae|Pachira,
Pachistima canbyi,BestMatch,9.41109,Exact,0,Pachistima canbyi,Pachistima canbyi A. Gray,Pachistima canbyi,6600585,,false,165,Tropicos,,
Pachycentria glauca,BestMatch,9.41180,Exact,0,Pachycentria glauca,Pachycentria glauca Triana,Pachycentria glauca,4BQBD,Medinilla glauca subsp. glauca,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Myrtales|Melastomataceae|Melastomatoideae|Sonerileae|Medinilla|Medinilla glauca|Medinilla glauca glauca,
Pachycereus pringlei,BestMatch,9.41215,Exact,0,Pachycereus pringlei,Pachycereus pringlei (S.Watson) Britton & Rose,Pachycereus pringlei,6TGMD,Pachycereus pringlei (S.Watson) Britton & Rose,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Caryophyllales|Cactaceae|Cactoideae|Phyllocacteae|Echinocereinae|Pachycereus|Pachycereus pringlei,
Pachycormus discolor,BestMatch,9.41215,Exact,0,Pachycormus discolor,Pachycormus discolor (Benth.) Coville ex Standl.,Pachycormus discolor,9Y7WD,Pachycormus discolor (Benth.) Coville ex Standl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Rhoeae|Pachycormus|Pachycormus discolor,
Pachyphragma macrophyllum,BestMatch,9.41215,Exact,0,Pachyphragma macrophyllum,Pachyphragma macrophyllum (Hoffm.) N.Busch,Pachyphragma macrophyllum,4BTQF,Pachyphragma macrophyllum (Hoffm.) N.Busch,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Capparales|Brassicaceae|Brassicoideae|Thlaspieae|Pachyphragma|Pachyphragma macrophyllum,
Pachyphytum compactum,BestMatch,9.41215,Exact,0,Pachyphytum compactum,Pachyphytum compactum Rose,Pachyphytum compactum,4BTQX,Pachyphytum compactum Rose,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Sedeae|Pachyphytum|Pachyphytum compactum,
Pachyphytum glutinicaule,BestMatch,9.41215,Exact,0,Pachyphytum glutinicaule,Pachyphytum glutinicaule Moran,Pachyphytum glutinicaule,4BTR4,Pachyphytum glutinicaule Moran,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Sedeae|Pachyphytum|Pachyphytum glutinicaule,
Pachyphytum hookeri,BestMatch,9.41215,Exact,0,Pachyphytum hookeri,Pachyphytum hookeri (Salm-Dyck) A.Berger,Pachyphytum hookeri,4BTR6,Pachyphytum hookeri (Salm-Dyck) A.Berger,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Sedeae|Pachyphytum|Pachyphytum hookeri,
Pachyphytum oviferum,BestMatch,9.41215,Exact,0,Pachyphytum oviferum,Pachyphytum oviferum J.A.Purpus,Pachyphytum oviferum,4BTRB,Pachyphytum oviferum J.A.Purpus,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Sedeae|Pachyphytum|Pachyphytum oviferum,
Pachyphytum viride,BestMatch,9.41215,Exact,0,Pachyphytum viride,Pachyphytum viride E.Walther,Pachyphytum viride,4BTRH,Pachyphytum viride E.Walther,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Saxifragales|Crassulaceae|Sempervivoideae|Sedeae|Pachyphytum|Pachyphytum viride,
Pachypodium ambongense,BestMatch,9.41215,Exact,0,Pachypodium ambongense,Pachypodium ambongense Poiss.,Pachypodium ambongense,75HM7,Pachypodium ambongense Poiss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium ambongense,
Pachypodium baronii,BestMatch,9.41215,Exact,0,Pachypodium baronii,Pachypodium baronii Costantin & Bois,Pachypodium baronii,6THLW,Pachypodium baronii Costantin & Bois,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium baronii,
Pachypodium bicolor,BestMatch,9.41215,Exact,0,Pachypodium bicolor,Pachypodium bicolor Lavranos & Rapan.,Pachypodium bicolor,6THM8,Pachypodium bicolor Lavranos & Rapan.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium bicolor,
Pachypodium bispinosum,BestMatch,9.41215,Exact,0,Pachypodium bispinosum,Pachypodium bispinosum (L.fil.) A.DC.,Pachypodium bispinosum,75HLW,Pachypodium bispinosum (L.fil.) A.DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium bispinosum,
Pachypodium brevicaule,BestMatch,9.41215,Exact,0,Pachypodium brevicaule,Pachypodium brevicaule Baker,Pachypodium brevicaule,6THM9,Pachypodium brevicaule Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium brevicaule,
Pachypodium cactipes,BestMatch,9.41215,Exact,0,Pachypodium cactipes,Pachypodium cactipes K.Schum.,Pachypodium cactipes,75HLX,Pachypodium cactipes K.Schum.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium cactipes,
Pachypodium decaryi,BestMatch,9.41215,Exact,0,Pachypodium decaryi,Pachypodium decaryi Poiss.,Pachypodium decaryi,75HLY,Pachypodium decaryi Poiss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium decaryi,
Pachypodium densiflorum,BestMatch,9.41215,Exact,0,Pachypodium densiflorum,Pachypodium densiflorum Baker,Pachypodium densiflorum,6THLZ,Pachypodium densiflorum Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium densiflorum,
Pachypodium eburneum,BestMatch,9.41215,Exact,0,Pachypodium eburneum,Pachypodium eburneum Lavranos & Rapan.,Pachypodium eburneum,6THMB,Pachypodium eburneum Lavranos & Rapan.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium eburneum,
Pachypodium enigmaticum,BestMatch,9.41215,Exact,0,Pachypodium enigmaticum,"Pachypodium enigmaticum Pavelka, Prokes, V.Vlk, Lavranos, Zídek & Ramav.",Pachypodium enigmaticum,7WHW5,"Pachypodium enigmaticum Pavelka, Prokes, V.Vlk, Lavranos, Zídek & Ramav.",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium enigmaticum,
Pachypodium geayi,BestMatch,9.41215,Exact,0,Pachypodium geayi,Pachypodium geayi Costantin & Bois,Pachypodium geayi,75HKB,Pachypodium geayi Costantin & Bois,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium geayi,
Pachypodium gracilius,BestMatch,9.41215,Exact,0,Pachypodium gracilius,Pachypodium gracilius (H.E.P.Perrier) Rapan.,Pachypodium gracilius,6THKD,Pachypodium gracilius (H.E.P.Perrier) Rapan.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium gracilius,
Pachypodium horombense,BestMatch,9.41215,Exact,0,Pachypodium horombense,Pachypodium horombense Poiss.,Pachypodium horombense,6THKF,Pachypodium horombense Poiss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium horombense,
Pachypodium inopinatum,BestMatch,9.41215,Exact,0,Pachypodium inopinatum,Pachypodium inopinatum Lavranos,Pachypodium inopinatum,75HKF,Pachypodium inopinatum Lavranos,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium inopinatum,
Pachypodium lamerei,BestMatch,9.41215,Exact,0,Pachypodium lamerei,Pachypodium lamerei Drake,Pachypodium lamerei,75HKH,Pachypodium lamerei Drake,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium lamerei,
Pachypodium lealii,BestMatch,9.41215,Exact,0,Pachypodium lealii,Pachypodium lealii Welw.,Pachypodium lealii,6THKJ,Pachypodium lealii Welw.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium lealii,
Pachypodium makayense,BestMatch,9.41215,Exact,0,Pachypodium makayense,Pachypodium makayense Lavranos,Pachypodium makayense,75HKJ,Pachypodium makayense Lavranos,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium makayense,
Pachypodium mikea,BestMatch,9.41215,Exact,0,Pachypodium mikea,Pachypodium mikea Lüthy,Pachypodium mikea,4BTV3,Pachypodium mikea Lüthy,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium mikea,
Pachypodium namaquanum,BestMatch,9.41215,Exact,0,Pachypodium namaquanum,Pachypodium namaquanum (Wyley ex Harv.) Welw.,Pachypodium namaquanum,4BTV4,Pachypodium namaquanum (Wyley ex Harv.) Welw.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium namaquanum,
Pachypodium rosulatum,BestMatch,9.41215,Exact,0,Pachypodium rosulatum,Pachypodium rosulatum Baker,Pachypodium rosulatum,4BTV6,Pachypodium rosulatum Baker,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium rosulatum,
Pachypodium rutenbergianum,BestMatch,9.41215,Exact,0,Pachypodium rutenbergianum,Pachypodium rutenbergianum Vatke,Pachypodium rutenbergianum,4BTV7,Pachypodium rutenbergianum Vatke,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Apocynoideae|Malouetieae|Pachypodiinae|Pachypodium|Pachypodium rutenbergianum,
